id,lat,lon,name,attributes,neighbors
63785495,34.0245366,-118.2768348,,,"{'5680945549', '2193435026', '122855868', '6208583983'}"
63785502,34.0260271,-118.2758599,,,"{'8474202866', '2193435018', '2193435072', '7040336497', '5680945536'}"
63785514,34.0267840,-118.2753260,,,"{'3403035582', '4060116190', '4835549601'}"
63785522,34.0276786,-118.2749503,,,"{'4011837232', '8501336171', '2193435055', '4400460716', '4400460712'}"
63785537,34.0301809,-118.2730503,,,"{'6225907131', '2193435046', '6225907125', '6225907126'}"
63785546,34.0324415,-118.2717736,,,"{'8501336175', '7087294958', '7863404961'}"
63785567,34.0196638,-118.2748989,,,"{'4012759743', '4012792180', '4012792179', '7424313393'}"
63785577,34.0191581,-118.2737797,,,"{'7867482505', '4012759741', '7424313399', '4011837221'}"
63785589,34.0186531,-118.2726460,,,"{'4012842270', '4012726917', '7424313405', '2613066347'}"
67619040,34.0276279,-118.2574572,,,"{'1778692901', '1732340082', '1873055992', '4012759748'}"
67619050,34.0277116,-118.2574030,,,"{'1778692901', '1732340084'}"
67666056,34.0293606,-118.2562773,,,"{'1614922716', '2611836981', '1614922707', '348127062'}"
67666150,34.0248552,-118.2686825,,,"{'7861033558', '6805603634', '4012842271', '4012726933'}"
67666164,34.0162284,-118.2672391,,,"{'7424270434', '7360424710', '4015486540', '123715918', '123009684'}"
67666195,34.0126608,-118.2589463,,,"{'122637588', '122992663', '1842083032', '1842083033'}"
67666219,34.0137446,-118.2663101,,,"{'1716461393', '7071968735', '1790748067', '123373478'}"
69070533,34.0396274,-118.2589941,,,"{'2611826673', '4020262107', '123674633', '3659478920'}"
69196777,34.0381749,-118.2602715,,,"{'122807275', '6793327692', '4020262099', '6279600826', '4020262104'}"
69196786,34.0371187,-118.2611936,,,"{'4020286682', '6279600822', '4020262097', '4020262099', '6793327689'}"
69196905,34.0304756,-118.2636022,,,"{'6818460831', '6818460842', '1866577827', '6818460841'}"
69196937,34.0392987,-118.2640715,,,"{'348130480', '6790451309'}"
69196947,34.0388818,-118.2642977,,,"{'5344542575', '3663662931', '5344542576', '348130480'}"
72017839,34.0408648,-118.2608845,,,{'6352459564'}
72017846,34.0394357,-118.2622172,,,"{'6695076734', '6352459569', '6302892703', '122625841'}"
72027686,34.0312434,-118.2505070,,,"{'1737963392', '2296235898', '2256213010', '2947650965'}"
72091997,34.0220047,-118.2459587,,,"{'122840573', '273124538'}"
72092015,34.0231479,-118.2479477,,,"{'122840570', '250874493'}"
72092030,34.0245518,-118.2504522,,,"{'123699398', '1873055942', '72092242', '1873056046'}"
72092041,34.0259361,-118.2534546,,,"{'122723314', '250874495', '1873055895', '1873055952'}"
72092067,34.0296104,-118.2613274,,,"{'6818445677', '6818445675', '250745143', '6818445679'}"
72092079,34.0306155,-118.2634890,,,"{'277328922', '6818460834', '6818460838', '6818460836'}"
72092084,34.0311280,-118.2645936,,,"{'2611833620', '1738419621', '4060083399', '1738419610'}"
72092109,34.0320549,-118.2666822,,,"{'277328931', '6788017725', '4012842278', '21302776'}"
72092127,34.0327743,-118.2682406,,,"{'3411951509', '17680180', '3411951517', '3663661803'}"
72092213,34.0315435,-118.2656794,,,"{'1873055916', '1778692816'}"
72092242,34.0245118,-118.2504924,,,"{'1778692897', '72092030'}"
73919096,34.0347235,-118.2645373,,,"{'6808227832', '3663661818', '123165382', '122648652'}"
122379137,34.0001875,-118.2440987,,,"{'1872080585', '8835526572'}"
122401789,34.0370921,-118.3176866,,,"{'4096506816', '1918475190', '1613324278', '1613324266'}"
122406413,34.0385639,-118.2788033,,,"{'2607729758', '1614922737'}"
122406424,34.0376541,-118.2794375,,,"{'8862673116', '122476928', '8862675717'}"
122420459,34.0364227,-118.2707648,,,"{'4020001608', '123241944', '7883292498'}"
122420467,34.0341819,-118.2673149,,,"{'123165387', '2611833624', '3663661813', '3663661812'}"
122420468,34.0310193,-118.2608391,,,"{'122840584', '4012726943', '8566199581', '6811587234'}"
122439032,34.0365151,-118.3133387,,,"{'7404310027', '1842073826', '713030366'}"
122439067,33.9964955,-118.2800848,,,"{'1716313745', '1614922581'}"
122440407,34.0374167,-118.2962466,,,"{'2607729726', '122921765'}"
122441102,34.0353289,-118.2699094,,,"{'277328611', '5344542590', '1873081758', '4012792185'}"
122454250,34.0300658,-118.2747654,,,"{'1832234140', '9118747783', '6816193812'}"
122454252,34.0299975,-118.2749428,,,"{'4400460741', '6816959863', '1832234144'}"
122470423,34.0181564,-118.2787125,,,"{'123292049', '4399914023'}"
122476928,34.0375105,-118.2795254,,,"{'6807284786', '122406424'}"
122478191,34.0410940,-118.2725150,,,{'1788084849'}
122481501,34.0042021,-118.2805597,,,"{'4020099309', '4020099311', '1720047674'}"
122483222,34.0385769,-118.2720690,,,"{'9561828287', '123067120'}"
122500554,34.0282758,-118.2526505,,,"{'122723303', '348127043', '122521446'}"
122521446,34.0292081,-118.2545749,,,"{'1614922714', '122500554'}"
122532745,34.0366005,-118.3090040,,,"{'1613324204', '4009673249', '3876376018', '1845491171', '6949934709'}"
122532758,34.0376128,-118.3076795,,,"{'4009673255', '9035099537'}"
122532771,34.0378311,-118.3098808,,,"{'2002375225', '611590689'}"
122533001,34.0254086,-118.2564189,,,"{'8229882279', '3732360544', '122957043', '2556547388', '123146075'}"
122533012,34.0253459,-118.2589104,,,"{'1732340844', '122533017', '123286523'}"
122533017,34.0245040,-118.2570075,,,"{'122957043', '2556547371', '123652215', '122533012'}"
122537361,34.0373959,-118.3043055,,,"{'1614656107', '1614656116', '660937746'}"
122556984,34.0028000,-118.3001812,,,"{'122557066', '703503290', '703503273'}"
122556985,34.0027943,-118.3023572,,,"{'4567571888', '703503287', '122556986', '703503273'}"
122556986,34.0028129,-118.3045811,,,"{'703503394', '122556985', '122556989', '703503241'}"
122556989,34.0028145,-118.3067584,,,"{'703503365', '703503345', '703503352', '122556986'}"
122556997,34.0027967,-118.3138363,,,"{'122736914', '6318803994', '1880069392'}"
122557011,34.0027039,-118.2871374,,,"{'9403948748', '8229839336', '123358526'}"
122557038,34.0026785,-118.2896660,,,"{'2555216331', '2555216340', '1832241487'}"
122557041,34.0026575,-118.2915580,,,"{'5618025974', '4020099083', '5618025972', '8410916295'}"
122557044,34.0026577,-118.2937460,,,"{'6388560066', '2555216347', '2555216332', '5572479002'}"
122557046,34.0026524,-118.2959115,,,"{'123058568', '6388560069', '6388560072', '6388560068'}"
122557052,34.0026602,-118.2980251,,,"{'6817280950', '9000197100', '6388560072'}"
122557066,34.0026882,-118.3001817,,,"{'703503990', '123358493', '122556984'}"
122571158,34.0315334,-118.2808630,,,"{'7079541195', '122571162', '2613119049'}"
122571162,34.0312666,-118.2802529,,,"{'122571158', '7864025396', '3398621878'}"
122571167,34.0302269,-118.2778776,,,"{'123012555', '3398621875', '3762337072'}"
122572070,33.9909611,-118.3113566,,,"{'703503324', '1474987757'}"
122572083,33.9909518,-118.3149560,,,"{'3297800596', '3297800588'}"
122572089,33.9909490,-118.3160496,,,"{'3297800587', '3297800582'}"
122583731,34.0435657,-118.3076550,,,"{'611590698', '611590697'}"
122583732,34.0399383,-118.3076476,,,"{'122583804', '122706872', '6819144996'}"
122583804,34.0399362,-118.3078717,,,"{'4026387415', '122583732', '1840999900'}"
122583810,34.0377582,-118.3077806,,,"{'6949934836', '2002375235'}"
122587992,34.0341094,-118.3124225,,,"{'611608850', '611608849', '611590609'}"
122587993,34.0338854,-118.3123219,,,"{'4789235454', '4789235455'}"
122587994,34.0338639,-118.3125805,,,"{'611608852', '122587995'}"
122587995,34.0339111,-118.3126352,,,"{'611608847', '611608848', '122587994'}"
122589835,34.0257614,-118.2435388,,,{'250755074'}
122594199,34.0343246,-118.3307697,,,"{'713041420', '9408992788'}"
122594226,34.0308893,-118.3313312,,,"{'123375518', '122814310'}"
122594773,34.0275626,-118.2476928,,,{'123001021'}
122594784,34.0252611,-118.2498021,,,{'122840569'}
122594791,34.0238107,-118.2511237,,,"{'122594794', '8410999607', '123176280'}"
122594794,34.0236805,-118.2512504,,,"{'4020159127', '2556547383', '122594791'}"
122594797,34.0232538,-118.2516570,,,"{'4020159126', '7162338037', '7162338040'}"
122594799,34.0228606,-118.2519963,,,"{'7162338040', '122594801', '2556547365'}"
122594801,34.0223771,-118.2524166,,,"{'122594803', '122594799', '2556539118'}"
122594803,34.0220314,-118.2527519,,,"{'122594801', '1837220084', '2556547376'}"
122594810,34.0212804,-118.2534726,,,"{'1837220084', '2556547372', '122723251'}"
122594812,34.0208140,-118.2538768,,,"{'2556539101', '2556547372', '6805191317'}"
122594816,34.0205174,-118.2541672,,,"{'6805191315', '6805191317', '7885681966'}"
122594819,34.0198659,-118.2544759,,,"{'1849119152', '2556539110', '122594823'}"
122594823,34.0196953,-118.2545440,,,"{'8926501618', '122594819', '2556547386'}"
122594825,34.0187598,-118.2549546,,,"{'6807319733', '6807319735', '8229927486', '4020159125'}"
122594827,34.0177559,-118.2553784,,,"{'2556547392', '122996012', '2556542552', '2556539103'}"
122594830,34.0167717,-118.2557903,,,"{'2556539074', '6817057529', '6807506938', '2556542557'}"
122594832,34.0156779,-118.2562158,,,"{'6792874374', '6792874371', '6808276778', '2556542557'}"
122594841,34.0145716,-118.2565157,,,"{'122594844', '6807206029', '24043578'}"
122594844,34.0138096,-118.2565243,,,"{'122594841', '122594848', '2556555679'}"
122594848,34.0136136,-118.2565304,,,"{'122594844', '6807206028', '122594851'}"
122594851,34.0127646,-118.2565279,,,"{'2556555766', '4060193911', '2556555672', '122594848'}"
122594855,34.0119350,-118.2565087,,,"{'4060193910', '6805497463', '1842083035'}"
122594862,34.0111375,-118.2565202,,,"{'7863308466', '1842083035', '348123742'}"
122594869,34.0101521,-118.2565178,,,"{'6788682604', '6817107973', '122594872'}"
122594872,34.0100740,-118.2565186,,,"{'122931613', '122594874', '122594869'}"
122594874,34.0092240,-118.2565138,,,"{'122594877', '2556555704', '6788682621', '122594872'}"
122594877,34.0083649,-118.2564968,,,"{'2556555764', '122594879', '122594874', '6788682622'}"
122594879,34.0075280,-118.2565096,,,"{'2556555758', '2556686526', '122594877', '122594881'}"
122594881,34.0066571,-118.2565281,,,"{'2556555767', '2556686518', '122594879', '7811536033'}"
122594884,34.0057547,-118.2565081,,,"{'6788682595', '2556555683', '122594887', '7811536033'}"
122594887,34.0048335,-118.2564963,,,"{'122594884', '6788682592', '6788682591', '6788682587'}"
122594890,34.0039365,-118.2564953,,,"{'6788498762', '4060188653', '7864199498', '4014393054'}"
122594893,34.0029484,-118.2564915,,,"{'2134542683', '7811452628', '122594898', '1788101312'}"
122594898,34.0020449,-118.2564728,,,"{'122594900', '6471689530', '122594893'}"
122594900,34.0018304,-118.2564732,,,"{'2557630441', '122594904', '122594898'}"
122594904,34.0011061,-118.2564775,,,"{'6471689528', '122594900', '122594907'}"
122594907,34.0008199,-118.2564742,,,"{'122594904', '122594910', '2557630440'}"
122594910,34.0005469,-118.2564681,,,"{'122594916', '6471689526', '122594907'}"
122594916,34.0002683,-118.2564660,,,"{'7425190075', '7425190070', '122594910'}"
122602810,34.0190242,-118.2944296,,,"{'6817117834', '63068577', '1473199422', '6816819734'}"
122602812,34.0190332,-118.2977159,,,"{'1473199427', '6817117834', '123112834', '7644975623'}"
122602815,34.0190107,-118.3001782,,,"{'4015203107', '1878026183', '4015203106', '1878026181'}"
122602827,34.0193479,-118.3089053,,,"{'4009734467', '123184101', '6807424188'}"
122602829,34.0193482,-118.3118965,,,"{'122991344', '8819377100', '122991340'}"
122607549,34.0353120,-118.2612070,,,"{'2611809737', '1924840863', '21098548'}"
122607557,34.0347221,-118.2601697,,,"{'1837231044', '2611809737', '122986158', '122607563'}"
122607563,34.0344225,-118.2596340,,,"{'122607557', '122986160', '122607565', '122868247'}"
122607565,34.0341352,-118.2591048,,,"{'6817491263', '3010199904', '122607563', '2611809674'}"
122607566,34.0335404,-118.2580282,,,"{'4020262089', '122986165', '2611809674'}"
122607580,34.0300059,-118.2500814,,,"{'2256213008', '122607584', '7867291952'}"
122607584,34.0294874,-118.2490309,,,"{'6798232411', '122607580', '122607588', '2256213105'}"
122607588,34.0289683,-118.2479760,,,"{'122607584', '2238188078'}"
122609797,34.0111025,-118.2774298,,,"{'4015477524', '4015492465', '4019292082', '1967750268'}"
122609799,34.0111025,-118.2783654,,,"{'1837206589', '2557647960', '21302795', '4015492466'}"
122609808,34.0110913,-118.2815982,,,"{'4020099340', '4020099326', '1870795193', '4020099339'}"
122609812,34.0110253,-118.2872325,,,"{'1855143756', '1855173106', '1855173110', '1855173109'}"
122609821,34.0108663,-118.2933583,,,"{'2613073721', '6789880427', '1732243546'}"
122609825,34.0108682,-118.2941345,,,"{'6789880424', '6789880439', '1732243617'}"
122609828,34.0108666,-118.2959248,,,"{'6819162820', '6819162819', '123058551', '4060039712'}"
122609830,34.0108694,-118.2980508,,,"{'6815190463', '4020099333', '1877971460'}"
122609835,34.0108256,-118.3012706,,,"{'6815190462', '4010228222', '6815190461', '6790475864'}"
122613159,34.0345343,-118.2953811,,,"{'1771004847', '122817165', '8749605855', '122817166'}"
122613161,34.0327569,-118.2953338,,,"{'4015442015', '1841016361', '4015442016', '122613163'}"
122613163,34.0310344,-118.2953379,,,{'122613161'}
122619489,34.0169718,-118.2742435,,,"{'216155292', '6807583649', '1738429784', '6816305553'}"
122619498,34.0160607,-118.2742823,,,"{'4015477532', '6807583648', '4343588868'}"
122619500,34.0144261,-118.2753142,,,"{'1732243887', '4015477530', '1732243590'}"
122619502,34.0140478,-118.2755653,,,"{'122619504', '4015477530', '123120189'}"
122619504,34.0136051,-118.2758519,,,"{'122619502', '6819170163', '4015477527'}"
122619506,34.0130375,-118.2762005,,,"{'6790463801', '1732340069', '4015477527'}"
122619523,34.0397157,-118.2576411,,,"{'7103814930', '3659478919'}"
122625019,34.0308922,-118.3040740,,,"{'703112384', '703112341', '2514541311', '703112365'}"
122625021,34.0291109,-118.3040754,,,"{'2514541229', '703112349', '122625024', '703112364'}"
122625024,34.0273011,-118.3040525,,,"{'703112372', '1878000362', '703112380', '122625021'}"
122625030,34.0255261,-118.3040558,,,"{'1878000362', '6807581952', '7509091275'}"
122625067,34.0155064,-118.3034505,,,"{'6807395782', '7521784512', '122670252'}"
122625069,34.0120865,-118.3034556,,,"{'6815190450', '6815190456', '6815190454', '6815190455'}"
122625070,34.0084336,-118.3034501,,,"{'2613066251', '8229877195', '123289579', '123019361'}"
122625071,34.0060786,-118.3034588,,,"{'123019362', '8474224004', '703503387', '123289580'}"
122625073,34.0037209,-118.3034576,,,"{'4010228215', '123019365', '703503387'}"
122625127,34.0199882,-118.3039924,,,"{'122625129', '123019477', '123587183'}"
122625129,34.0183918,-118.3040052,,,"{'122625127', '5088278823', '4009744690'}"
122625837,34.0379708,-118.2627248,,,"{'21748270', '6302892704', '21748271'}"
122625841,34.0390896,-118.2616831,,,"{'72017846', '122807275', '6302892704'}"
122627100,34.0411800,-118.2474719,,,{'3698074314'}
122627103,34.0394174,-118.2496629,,,"{'3698074308', '3698074305', '3698074306', '3698074307'}"
122627106,34.0380624,-118.2511636,,,"{'1834930615', '6784545759', '1834930617', '2611809632'}"
122627109,34.0369111,-118.2522480,,,"{'8229937270', '8229937267', '8156962253'}"
122627111,34.0358654,-118.2531626,,,"{'7223820939', '7853033536', '2611809679', '122627112'}"
122627112,34.0343537,-118.2543546,,,"{'2611809689', '5309228560', '2611809672', '2611809719', '4291117325', '122627111'}"
122627113,34.0333960,-118.2551475,,,"{'7874699854', '7874699850', '7866870315'}"
122627118,34.0332501,-118.2548893,,,"{'7866870315', '2611826936', '7866870325'}"
122627121,34.0312434,-118.2564209,,,"{'7279484750', '7279484751', '7866870323'}"
122634359,34.0119558,-118.2625611,,,"{'122723210', '1716461290', '122723213'}"
122634395,34.0130873,-118.2740370,,,"{'1716288068', '123120189', '6790463801', '6471706817'}"
122634398,34.0130944,-118.2728187,,,"{'216155255', '1838284631', '7874420539', '6471706817'}"
122634401,34.0131685,-118.2720324,,,"{'123015386', '1838284629', '122634403'}"
122634403,34.0128084,-118.2712220,,,"{'1773954380', '122634401', '123153851', '122634409'}"
122634409,34.0124589,-118.2704356,,,"{'122634411', '123732667', '123732661', '122634403'}"
122634411,34.0121096,-118.2696495,,,"{'123715930', '7874191229', '122634409'}"
122637588,34.0127878,-118.2589513,,,"{'67666195', '6805498574', '2556555749', '1842083033'}"
122637593,34.0127958,-118.2541182,,,"{'6817469536', '2556555672', '2556555788', '123009694'}"
122637598,34.0128385,-118.2521355,,,"{'123567402', '123009698', '6817469540'}"
122647449,34.0065950,-118.2708773,,,"{'122647451', '4060073509', '7027990397'}"
122647451,34.0065729,-118.2696361,,,"{'122647449', '123286564', '123090492', '6805882571'}"
122647457,34.0066381,-118.2608792,,,"{'6790343823', '2556686534', '2556686523', '122647459'}"
122647459,34.0066419,-118.2587838,,,"{'122647457', '2556686518', '2556686522'}"
122647461,34.0066442,-118.2537708,,,"{'5572588173', '122647462', '7507076894'}"
122647462,34.0066567,-118.2529128,,,"{'8835526580', '2556555756', '122647461'}"
122647465,34.0066380,-118.2521561,,,"{'8835526580', '123533764', '8375514425', '4621419213'}"
122647467,34.0063925,-118.2497094,,,{'2556555674'}
122648548,34.0453751,-118.3115905,,,"{'6769467563', '9000256271'}"
122648551,34.0453715,-118.3130521,,,"{'6817226953', '6766547908'}"
122648553,34.0453666,-118.3144722,,,"{'6804835285', '7428503446'}"
122648646,34.0342905,-118.2620223,,,"{'4020262090', '1837231038', '6805885798', '2611809637'}"
122648652,34.0354034,-118.2640068,,,"{'8413622758', '3663661824', '73919096', '8413622763'}"
122648656,34.0358791,-118.2648300,,,"{'3663662925', '3663661824', '3663661822', '3663662926'}"
122648660,34.0364620,-118.2658590,,,"{'7672317717', '3663662927', '4040002632', '9598396764'}"
122648663,34.0367971,-118.2666238,,,"{'7672317717', '6697169633'}"
122648666,34.0370556,-118.2672237,,,"{'6697169636', '4020262095', '7863423169'}"
